,Unnamed: 0,평점,날짜,제목,내용
68,68,5,21.05.31.,항상쓰던거라 커버력 지속력은 최고구요리뉴얼되니까 더 좋아진듯영상 첨부한거 보시면 일단 리뉴얼전보다 크기가 좀더 커졌구요 퍼프가 올블랙으로 바뀌었고열고 닫힐때 마그네틱자석인,항상쓰던거라 커버력 지속력은 최고구요리뉴얼되니까 더 좋아진듯영상 첨부한거 보시면 일단 리뉴얼전보다크기가 좀더 커졌구요 퍼프가 올블랙으로 바뀌었고열고 닫힐때 마그네틱자석인가리뉴얼전은 눌러서 열었고 리뉴얼후는 그냥열면되고영상처럼 닫을때 속안이 자석같이 착하고 닫혀요되게 고급스러워요또 쿠션 실링조차도 바뀌었어요가격이 좀 올라서 왜지했는데그럴만한거 같아요이벤트 자주해주시면 좋겠네요ㅎ샘플도 사진처럼 헤라 콜라제닉스킨에멀전 멜라솔브폼클 프레쉬누드틴트주셨는데 너무 좋아요쉬누드틴트퓨어타투컬러넘예뻐요완전 데일리컬러 맑은레드에 자몽섞인 느낌이건 따로 사고싶을정도에요발색력도 좋고 촉촉하고 색도 톤상관없이 다 잘어울릴 컬러 손으로 블렌딩하는것보다 적당히 양 펴바르고음파음파하는게 더 예쁘게 표현되요포인트도 많이 주시네요암튼 만족스러운 소비였습니다
69,69,5,21.05.15.,확실히 커버력이 좋고 마스크에 안묻어나요 이전에 에이지투웨니스쓰다가 커버력이 부족해서 바꿨는데 만족스럽습니다 다만 피부가 건성이라 조금 건조한 느낌이있어서 기초를 충분히하고 사,확실히 커버력이 좋고 마스크에 안묻어나요 이전에 에이지투웨니스쓰다가 커버력이 부족해서 바꿨는데 만족스럽습니다 다만 피부가 건성이라 조금 건조한 느낌이있어서 기초를 충분히하고 사용ㅎㅐ야할거같아요 사은품으로 주신 헤어집게도 좀 작긴하지만 이쁘네요
70,70,5,21.03.30.,헤라만 쓰고있어요 매트해서 좋아해요기초만 잘해주면 겨울에도 건조하지않고 여름엔 저같은 지성피부가 쓰기에 너무 찰떡인 헤라 이번에 리뉴얼되면서 기존보다는 케이스가 살짝 커졌고,헤라만 쓰고있어요 매트해서 좋아해요기초만 잘해주면 겨울에도 건조하지않고여름엔 저같은 지성피부가 쓰기에 너무 찰떡인 헤라이번에 리뉴얼되면서 기존보다는 케이스가 살짝 커졌고 자석형이 확실히 여닫는 사용감이 더 좋네요거울이 더 확실히 보이도록 케이스 열리는 각이더 커져서 마음에 들어요알람해놓고 방송 기다렸다 시작하자마자 구매해서미니백도 받고 네이버포인트 구성품 다 좋아요이런 기회 자주 있으면 좋겠네요ㅋㅋ미니백은 쿠션 틴트 차키 정도 넣으면 좋을듯 해요기존에  바닐라 쓰고있어서 그대로 구매했고 색상차는 없이 동일기존꺼보다 바를때는 미세하게 좀 더 촉촉하게 발려요그래서 가볍게 발리는 것 같구더 촉촉하게 발리는데도 조금있으니 피부에 밀착되서묻어나는게 없네요 신기해요ㅋㅋㅋ기존껀 문지르면 어느정도 밀리거든요ㅋㅋㅋ손등 테스트로 기존꺼 새거 반반 비교하니확실히 느껴지네요첨엔 더 촉촉한 느낌이 들어 매트함을 잃으면어쩌나 걱정했는데 정말 착붙진짜 제 인생
71,71,3,21.04.03.,하얗지만 잡티가 많고 약간 노란 편이라 베이스를 차곡차곡 쌓아 올리는 화장을 해야하는 피부입니다 그런데 마스크를 쓰기 시작하니 파데가 다 닦여나가버려서 제대로 된 화장을 못하던,하얗지만 잡티가 많고 약간 노란 편이라 베이스를 차곡차곡 쌓아 올리는 화장을 해야하는 피부입니다 그런데 마스크를 쓰기 시작하니 파데가 다 닦여나가버려서 제대로 된 화장을 못하던차에 마스크에 덜 묻어난다는 것에 혹해서 색상을 고민하다가 구입했습니다바비브라운 파데 웜포슬린 컬러가 딱 맞는 피부톤이라 국내 브랜드 중에서 딱이다 싶은 컬러를 찾기 어려운데 역시 이번에도 색상은 맞지 않네요 블랙쿠션이 더 밝으면서 회색빛이 돈다고 할까요 예쁜 톤은 아닙니다아침에 일부러 레이러링 하지 않고 한겹만 바르고 나갔다가 저녁에 집에 와서 확인하니 수정화장을 하지 않았는데 모두 지워지진 않은 걸 보니 지속력은 어느정도 있습니다 하지만 마스크에 닦이는 정도는 파데보다는 덜해도 제법 묻어나옵니다 취향에 맞지 않는 진한 향이라 별 하나 더 뺍니다
72,72,5,21.04.15.,리뉴얼 된 헤라 블랙쿠션 좋다는 소문은 워낙 자자했고 이번에 헤라 본점 라이브로 너무 좋은조건에 구매할 수 있어서 알람신청까지 해놓고 기다렸어요 선착순 구매로 정품컨실러 브러,리뉴얼 된 헤라 블랙쿠션 좋다는 소문은 워낙 자자했고 이번에 헤라 본점 라이브로 너무 좋은조건에 구매할 수 있어서 알람신청까지 해놓고 기다렸어요 선착순 구매로 정품컨실러 브러쉬세트 받았고 많은 샘플들까지 개봉하면서 너무너무 행복했답니다 좋은 조건으로 판매해주신 판매자님 빠른 배송으로 꼼꼼하게 포장된 제품 받아볼 수 있게끔 도와주신 관계자 분들 감사드려요
73,73,5,21.05.17.,피부가 건조한데 화장하면 금방 사라지는 타입이라 매번 화장을 고치고 했는데 제가 썼었던 타 화장품 보다는 지속력이 좋고 건성인분들이 쓰기에 건조할 수 있다고 해서 걱정했는데스,피부가 건조한데 화장하면 금방 사라지는 타입이라 매번 화장을 고치고 했는데 제가 썼었던 타 화장품 보다는 지속력이 좋고 건성인분들이 쓰기에 건조할 수 있다고 해서 걱정했는데스킨 로션 등 크림류를 듬뿍 바르고 쓰면 적당해서 잘 쓰고 있습니다커버형 제품을 이번에 첨 썼는데 커버도 잘 되는 것 같아서 만족스러운 구매였습니다
74,74,5,21.04.01.,건복합성 피부지만 매트 포기 못하는 인간으로써 헤라 너무 사랑합니다 이제 헤라에게 통장 바칠 일만 남은 것 같은데 진짜 리뉴얼 전 블랙쿠션은 제가 색상도 잘못,건복합성 피부지만 매트 포기 못하는 인간으로써 헤라 너무 사랑합니다 이제 헤라에게 통장 바칠 일만 남은 것 같은데진짜 리뉴얼 전 블랙쿠션은 제가 색상도 잘못 선택하고 냄새때문에 쳐박템 됐는데 리뉴얼해서 뭔가 더 좋아지고 냄새 개선 되었다길래 새로운 색상으로 구매해봤습니다진짜 엄청 고민해서 결제했는데 진짜 고민은 배송을 늦출 뿐 이라는 말이 정말 괜히 있는게 아닙니다 고민해서 퍼프 놓친 사람으로써 말씀드리는데 그냥 어차피 구매하게 되니까 빨리 구매하십쇼 대신 틴트 받아서 ㅎㅎ바를 때 시간 지나면 싹 매트해져서 누가봐도 아 이래서 마스크 묻어남 없겠구나 싶습니다 무슨 스킨케어 흡수 한 것처럼 피부에 싹 들어가서 묻어남도 없어요물론 시간 쫌 지나야 이런 표현이 나옴바쁜 현대사회에서 얘가 매트해질 때까지 언제 기다리냐 라고 하신다면 천만의 말씀 생각보다 빨리 매트해진다구욧 붉은기 커버는 당연히 되지만 하다 못해 샘플로 주신 센슈얼 매트 틴트 서울데이즈 봄웜이라면 품으라구 봐 걱정했는데 빼박 웜이라구욥
75,75,5,21.04.18.,커버력이 좋으면서도 텁텁하지 않게 얇게 발리며 밀착력도 매우 좋아요티슈로 얼굴을 일부러 꾹꾹 눌러봐도 거의 안 묻어나오더라고요받고 잠깐 테스트해봐서 지속력은 확인하지 못했네요기,커버력이 좋으면서도 텁텁하지 않게 얇게 발리며 밀착력도 매우 좋아요티슈로 얼굴을 일부러 꾹꾹 눌러봐도 거의 안 묻어나오더라고요받고 잠깐 테스트해봐서 지속력은 확인하지 못했네요기존에 사용하던 세미매트 쿠션들과 비교해 봐도 얼굴이 좀더 편한 느낌이고 피부 표현이 고급스러우며 색상 또한 예쁩니다 과  중에서 고민하다  샀는데 요즘 나오는 호들 처럼 하얗게 뜨지 않고 적당히 화사한 색상으로 목색과 자연스럽게 어우러져서 만족스러워요또  타사 퍼프에 비해 화장품을 많이 흡수하지 않아서 낭비되는 파데가 적은 느낌이에요 때문에 좀더 오래 쓸 수 있을 것으로 보이고 여러모로 가격값 하는 쿠션인 것 같아서 이걸로 정착할 생각입니다샘플로 온  특히 본품도 사보고 싶어지네요
76,76,5,21.04.29.,제품 사기 전에 사은품 때문에 궁금한게 많아서 큐엔에이도 많이 남기고 네이버 톡톡문의로도 이것저것 여쭤봤었는데 다 친절하고 빠르게 답변해주셔서 너무너무 감사했어요ㅠㅠ 쿠션 하나 사,제품 사기 전에 사은품 때문에 궁금한게 많아서 큐엔에이도 많이 남기고 네이버 톡톡문의로도 이것저것 여쭤봤었는데 다 친절하고 빠르게 답변해주셔서 너무너무 감사했어요ㅠㅠ 쿠션 하나 사는데 집게핀도 받고 미니 립밤에 파우치에 미니 쿠션까지 미니쿠션도 제가 좀 더 빨리 샀으면 블랙으로 받을 수 있었을텐데ㅠㅠ 넘나 아쉽지만 혹시 또 글로우가 더 잘맞을 수도 있으니까 휴대용으로 들고다니면서 써보려구요 그리고 퍼프도 추가로 받을 수 있는게 진짜 좋은거같아요 퍼프 빨기 귀찮으니까 다음에 추가로 퍼프 구매하게 되거나 쿠션 재구매할때 여기 또 이용하려구요ㅎㅎㅎ 감사합니다
77,77,5,21.04.16.,피부가 많이 하얀편이라 기존 블랙쿠션은 어두워서 사용못했어요 이번에 좀 밝게 리뉴얼되었고 추가색상이 나와서 구매했습니다 평소 약건성으로 호호 쓰고 약간의 잡티가 있는편,피부가 많이 하얀편이라 기존 블랙쿠션은 어두워서 사용못했어요 이번에 좀 밝게 리뉴얼되었고 추가색상이 나와서 구매했습니다평소 약건성으로 호호 쓰고 약간의 잡티가 있는편인데 커버는 괜찮은 편이고 밀착력이 정말 좋아요 매트한 피부표현을 좋아하는데 두들기고 시간이 지나면 촥 붙으면서 매트해지더라구요피부밝게호 쓰시는 분들은 호로 구입하셔야할 것 같아요호랑 고민했는데 호로 잘 산거 같습니다집에서 쓰는 파데랑 비교해보았는데 자연스런 옐로 베이스에 가까워요 다크닝은 두껍게 발랐을 때 어두워진다기보단 노란기가 살짝 더 올라오는 손목테스트에선 그랬는데 피부에 바르고 외출했을 땐 잘 못느꼈어요 코끼임이 살짝있어요 이건 제스킬 부족일수도있어서 다른 후기들 참고하시는게 좋을듯블랙쿠션 살까말까 고민하시는 분들이라면 사셔요 고민은 배송만 늦출뿐입니다
